match_id,date,time,home_team_id,away_team_id,fthg,ftag,ftr,hs,as,hst,ast,hc,ac,b365h,b365d,b365a,season_id
1125,19/05/2021,18:00,15,24,1,0,H,16,11,5,1,5,2,1.72,3.8,4.75,2
1126,19/05/2021,18:00,18,2,1,2,A,10,20,4,4,4,5,1.5,4.5,6.0,2
1127,19/05/2021,19:00,7,1,1,3,A,12,6,6,3,6,7,6.0,4.5,1.5,2
1128,19/05/2021,20:15,21,12,0,3,A,10,20,4,3,6,7,11.0,7.0,1.22,2
1129,19/05/2021,20:15,25,19,1,3,A,14,21,4,9,6,8,5.0,4.33,1.6,2
1130,23/05/2021,16:00,1,5,2,0,H,16,5,5,1,11,3,1.57,4.33,5.25,2
1131,23/05/2021,16:00,2,6,2,1,H,6,23,3,7,2,9,6.5,4.6,1.45,2
1132,23/05/2021,16:00,9,15,0,2,A,14,10,0,4,5,4,2.05,3.8,3.3,2
1133,23/05/2021,16:00,10,25,3,1,H,17,14,9,5,8,3,1.4,5.25,6.5,2
1134,23/05/2021,16:00,11,18,2,4,A,10,11,6,4,8,7,2.0,4.0,3.3,2
1135,23/05/2021,16:00,12,7,2,0,H,19,5,5,4,14,1,1.14,8.5,15.0,2
1136,23/05/2021,16:00,13,8,5,0,H,21,8,11,3,7,5,1.44,5.0,6.5,2
1137,23/05/2021,16:00,24,21,1,0,H,12,10,3,3,8,9,2.8,3.6,2.4,2
1138,23/05/2021,16:00,19,17,3,0,H,14,17,7,5,2,3,1.65,4.0,5.0,2
1139,23/05/2021,16:00,20,10,1,2,A,14,9,4,4,6,2,2.5,3.5,2.7,2
